risk_id,risk_title,task_id,task_title,task_phase_ref,risk_class,risk_status,critical_path_relevance,link_reason
RISK_MUTATION_003,CommandSettlementRecord is the authoritative outcome for visible mutation state,par_075,phase0 track backend implement release approval freeze channel release freeze and assurance slice trust models,phase_0,release,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_OWNERSHIP_001,LifecycleCoordinator alone derives canonical Request milestone change and closure,par_075,phase0 track backend implement release approval freeze channel release freeze and assurance slice trust models,phase_0,governance,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_RUNTIME_001,RuntimePublicationBundle and DesignContractPublicationBundle publish one coherent surface tuple,par_075,phase0 track backend implement release approval freeze channel release freeze and assurance slice trust models,phase_0,release,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_001,SubmissionEnvelope.state owns draft and pre-promotion lifecycle,par_075,phase0 track backend implement release approval freeze channel release freeze and assurance slice trust models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_002,Request.workflowState is milestone-only,par_075,phase0 track backend implement release approval freeze channel release freeze and assurance slice trust models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_003,Request.safetyState is a persisted orthogonal axis,par_075,phase0 track backend implement release approval freeze channel release freeze and assurance slice trust models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_004,identityState plus nullable patientRef derived from IdentityBinding,par_075,phase0 track backend implement release approval freeze channel release freeze and assurance slice trust models,phase_0,privacy,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_005,blockers remain orthogonal to workflow milestones,par_075,phase0 track backend implement release approval freeze channel release freeze and assurance slice trust models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_001,RouteIntentBinding is the canonical post-submit mutation fence,par_076,phase0 track backend implement request closure record and exception case models,phase_0,architecture,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_002,CommandActionRecord is the canonical mutation envelope,par_076,phase0 track backend implement request closure record and exception case models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_003,CommandSettlementRecord is the authoritative outcome for visible mutation state,par_076,phase0 track backend implement request closure record and exception case models,phase_0,release,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_OWNERSHIP_001,LifecycleCoordinator alone derives canonical Request milestone change and closure,par_076,phase0 track backend implement request closure record and exception case models,phase_0,governance,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_RUNTIME_001,RuntimePublicationBundle and DesignContractPublicationBundle publish one coherent surface tuple,par_076,phase0 track backend implement request closure record and exception case models,phase_0,release,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_001,SubmissionEnvelope.state owns draft and pre-promotion lifecycle,par_076,phase0 track backend implement request closure record and exception case models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_002,Request.workflowState is milestone-only,par_076,phase0 track backend implement request closure record and exception case models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_003,Request.safetyState is a persisted orthogonal axis,par_076,phase0 track backend implement request closure record and exception case models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_004,identityState plus nullable patientRef derived from IdentityBinding,par_076,phase0 track backend implement request closure record and exception case models,phase_0,privacy,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_005,blockers remain orthogonal to workflow milestones,par_076,phase0 track backend implement request closure record and exception case models,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_001,RouteIntentBinding is the canonical post-submit mutation fence,par_077,phase0 track backend build lifecycle coordinator service,phase_0,architecture,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_002,CommandActionRecord is the canonical mutation envelope,par_077,phase0 track backend build lifecycle coordinator service,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_003,CommandSettlementRecord is the authoritative outcome for visible mutation state,par_077,phase0 track backend build lifecycle coordinator service,phase_0,release,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_OWNERSHIP_001,LifecycleCoordinator alone derives canonical Request milestone change and closure,par_077,phase0 track backend build lifecycle coordinator service,phase_0,governance,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_RUNTIME_001,RuntimePublicationBundle and DesignContractPublicationBundle publish one coherent surface tuple,par_077,phase0 track backend build lifecycle coordinator service,phase_0,release,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_001,SubmissionEnvelope.state owns draft and pre-promotion lifecycle,par_077,phase0 track backend build lifecycle coordinator service,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_002,Request.workflowState is milestone-only,par_077,phase0 track backend build lifecycle coordinator service,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_003,Request.safetyState is a persisted orthogonal axis,par_077,phase0 track backend build lifecycle coordinator service,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_004,identityState plus nullable patientRef derived from IdentityBinding,par_077,phase0 track backend build lifecycle coordinator service,phase_0,privacy,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_STATE_005,blockers remain orthogonal to workflow milestones,par_077,phase0 track backend build lifecycle coordinator service,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_001,RouteIntentBinding is the canonical post-submit mutation fence,par_078,phase0 track backend build access grant service,phase_0,architecture,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_002,CommandActionRecord is the canonical mutation envelope,par_078,phase0 track backend build access grant service,phase_0,product_logic,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
RISK_MUTATION_003,CommandSettlementRecord is the authoritative outcome for visible mutation state,par_078,phase0 track backend build access grant service,phase_0,release,watching,on_path,"Affected task mitigates, gates, or is exposed by the risk."
