task_order,task_id,task_kind,task_status,task_prompt_ref,task_title,phase_ref,milestone_id,milestone_title,milestone_class,baseline_scope,critical_path_state,merge_gate_ref
411,par_411,par,not_started,prompt/411.md,phase8 track backend build assistive surface binding and trust envelope projection,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
412,par_412,par,not_started,prompt/412.md,phase8 track backend build assistive work protection and suggestion draft insertion leases,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
413,par_413,par,not_started,prompt/413.md,phase8 track backend build override record feedback chain and final human artifact linkage,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
414,par_414,par,not_started,prompt/414.md,phase8 track backend build replayable inference logs prompt snapshot storage and trainability flags,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
415,par_415,par,not_started,prompt/415.md,phase8 track backend build drift fairness and degraded trust monitoring pipeline,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
416,par_416,par,not_started,prompt/416.md,phase8 track backend build assistive freeze disposition and policy freshness invalidations,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
417,par_417,par,not_started,prompt/417.md,phase8 track backend build dtac dcb safety rfc and change control evidence pipeline,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
418,par_418,par,not_started,prompt/418.md,phase8 track Playwright or other appropriate tooling frontend build assistive side panel and shadow mode presentation,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
419,par_419,par,not_started,prompt/419.md,phase8 track Playwright or other appropriate tooling frontend build diffable note draft and bounded insert controls,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
420,par_420,par,not_started,prompt/420.md,phase8 track Playwright or other appropriate tooling frontend build confidence rationale and provenance visibility components,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
421,par_421,par,not_started,prompt/421.md,phase8 track Playwright or other appropriate tooling frontend build override reason capture and edited by clinician trail,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
422,par_422,par,not_started,prompt/422.md,phase8 track Playwright or other appropriate tooling frontend build shadow degraded quarantined frozen and blocked postures,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
423,par_423,par,not_started,prompt/423.md,phase8 track Playwright or other appropriate tooling frontend build stale session freeze and regenerate in place recovery,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
424,par_424,par,not_started,prompt/424.md,phase8 track Playwright or other appropriate tooling frontend build same shell assistive stage integration with workspace,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
425,par_425,par,not_started,prompt/425.md,phase8 use Playwright or other appropriate tooling browser automation to provision model vendor projects and api keys,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
426,par_426,par,not_started,prompt/426.md,phase8 use Playwright or other appropriate tooling browser automation to configure model audit logs and safety settings,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
427,par_427,par,not_started,prompt/427.md,phase8 merge Playwright or other appropriate tooling integrate assistive layer with workspace queue and assurance streams,phase_8,MS_P8_MERGE,Phase 8 assistive merge,phase_delivery,current,on_path,GATE_P8_EXIT
428,par_428,par,not_started,prompt/428.md,phase8 Playwright or other appropriate tooling testing run offline eval hallucination and red flag regression suites,phase_8,MS_P8_PROOF_AND_EXIT_PACK,Phase 8 assistive proof pack,phase_delivery,current,on_path,GATE_P8_EXIT
429,par_429,par,not_started,prompt/429.md,phase8 Playwright or other appropriate tooling testing run invocation kill switch surface visibility and draft insertion suites,phase_8,MS_P8_PROOF_AND_EXIT_PACK,Phase 8 assistive proof pack,phase_delivery,current,on_path,GATE_P8_EXIT
430,par_430,par,not_started,prompt/430.md,phase8 Playwright or other appropriate tooling testing run trust envelope feedback chain and visible rollout suites,phase_8,MS_P8_PROOF_AND_EXIT_PACK,Phase 8 assistive proof pack,phase_delivery,current,on_path,GATE_P8_EXIT
431,par_431,par,not_started,prompt/431.md,phase8 exit gate approve assistive layer completion,phase_8,MS_P8_EXIT_GATE,Phase 8 assistive exit approval,assurance_gate,current,on_path,GATE_P8_EXIT
432,par_432,par,not_started,prompt/432.md,phase9 track gate freeze assurance ledger evidence graph and slice trust contracts,phase_9,MS_P9_DEFINITION_AND_ENTRY,Phase 9 assurance-ledger contract freeze,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
433,par_433,par,not_started,prompt/433.md,phase9 track gate freeze operational projection kpi breach and dashboard contracts,phase_9,MS_P9_DEFINITION_AND_ENTRY,Phase 9 assurance-ledger contract freeze,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
434,par_434,par,not_started,prompt/434.md,phase9 track gate freeze retention resilience incident and tenant governance contracts,phase_9,MS_P9_DEFINITION_AND_ENTRY,Phase 9 assurance-ledger contract freeze,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
435,par_435,par,not_started,prompt/435.md,phase9 track backend build assurance ledger event ingest and evidence graph snapshot service,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
436,par_436,par,not_started,prompt/436.md,phase9 track backend build assurance graph completeness and orphan edge verdict engine,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
437,par_437,par,not_started,prompt/437.md,phase9 track backend build live operational projections queue health and breach risk engine,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
438,par_438,par,not_started,prompt/438.md,phase9 track backend build waitlist conversion pharmacy bounce back and notification delivery metrics,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
439,par_439,par,not_started,prompt/439.md,phase9 track backend build break glass queries investigation scope envelope and timeline reconstruction,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
440,par_440,par,not_started,prompt/440.md,phase9 track backend build assurance pack factory for dspt dtac dcb0160 and channel packs,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
441,par_441,par,not_started,prompt/441.md,phase9 track backend build capa tracker evidence gap queue and attestation workflow api,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
442,par_442,par,not_started,prompt/442.md,phase9 track backend build retention lifecycle binding legal hold and disposition eligibility engine,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
443,par_443,par,not_started,prompt/443.md,phase9 track backend build archive manifest deletion certificate and dependency block explainer,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
444,par_444,par,not_started,prompt/444.md,phase9 track backend build operational readiness snapshot runbook binding and recovery control posture,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
445,par_445,par,not_started,prompt/445.md,phase9 track backend build restore failover chaos action settlement and recovery evidence writeback,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
446,par_446,par,not_started,prompt/446.md,phase9 track backend build projection rebuild tools and slice quarantine controls,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
447,par_447,par,not_started,prompt/447.md,phase9 track backend build incident queue near miss capa and reportability workflows,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
448,par_448,par,not_started,prompt/448.md,phase9 track backend build tenant config immutability policy pack history and dependency hygiene scanners,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
449,par_449,par,not_started,prompt/449.md,phase9 track backend build cross phase conformance scorecard and bau signoff blockers api,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
450,par_450,par,not_started,prompt/450.md,phase9 track Playwright or other appropriate tooling frontend build operations console north star and service health views,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
451,par_451,par,not_started,prompt/451.md,phase9 track Playwright or other appropriate tooling frontend build bottleneck capacity cohort impact and intervention workbench views,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
452,par_452,par,not_started,prompt/452.md,phase9 track Playwright or other appropriate tooling frontend build investigation drawer and audit explorer with safe return semantics,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
453,par_453,par,not_started,prompt/453.md,phase9 track Playwright or other appropriate tooling frontend build resilience board readiness runbook and recovery proof views,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
454,par_454,par,not_started,prompt/454.md,phase9 track Playwright or other appropriate tooling frontend build assurance export framework selector heat map and pack preview,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
455,par_455,par,not_started,prompt/455.md,phase9 track Playwright or other appropriate tooling frontend build records lifecycle governance hold disposition and certificate views,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
456,par_456,par,not_started,prompt/456.md,phase9 track Playwright or other appropriate tooling frontend build incident queue severity board and post incident review panel,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
457,par_457,par,not_started,prompt/457.md,phase9 track Playwright or other appropriate tooling frontend build tenant baseline matrix config diff and watchlist views,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
458,par_458,par,not_started,prompt/458.md,phase9 track Playwright or other appropriate tooling frontend build governance role scope studio access preview and release freeze cards,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
459,par_459,par,not_started,prompt/459.md,phase9 track Playwright or other appropriate tooling frontend build compliance ledger panel and control evidence gap queue,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
460,par_460,par,not_started,prompt/460.md,phase9 track Playwright or other appropriate tooling frontend build cross phase conformance scorecard for service owners,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
461,par_461,par,not_started,prompt/461.md,phase9 use Playwright or other appropriate tooling browser automation to configure observability incident and alerting destinations,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
462,par_462,par,not_started,prompt/462.md,phase9 use Playwright or other appropriate tooling browser automation to configure backup targets and restore report channels,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
463,par_463,par,not_started,prompt/463.md,phase9 use Playwright or other appropriate tooling browser automation to configure security reporting and compliance export destinations,phase_9,MS_P9_PARALLEL_ASSURANCE_IMPLEMENTATION,Phase 9 assurance-ledger implementation,phase_delivery,current,on_path,GATE_P9_PARALLEL_MERGE
464,par_464,par,not_started,prompt/464.md,phase9 merge Playwright or other appropriate tooling integrate assurance governance and operations surfaces with live domain event streams,phase_9,MS_P9_MERGE,Phase 9 assurance merge,phase_delivery,current,on_path,GATE_P9_EXIT
465,par_465,par,not_started,prompt/465.md,phase9 Playwright or other appropriate tooling testing run load soak breach detection and queue heatmap suites,phase_9,MS_P9_PROOF_AND_EXIT_PACK,Phase 9 resilience and conformance proof pack,phase_delivery,current,on_path,GATE_P9_EXIT
466,par_466,par,not_started,prompt/466.md,phase9 Playwright or other appropriate tooling testing run audit break glass assurance pack and redaction suites,phase_9,MS_P9_PROOF_AND_EXIT_PACK,Phase 9 resilience and conformance proof pack,phase_delivery,current,on_path,GATE_P9_EXIT
467,par_467,par,not_started,prompt/467.md,phase9 Playwright or other appropriate tooling testing run retention legal hold worm and replay dependency protection suites,phase_9,MS_P9_PROOF_AND_EXIT_PACK,Phase 9 resilience and conformance proof pack,phase_delivery,current,on_path,GATE_P9_EXIT
468,par_468,par,not_started,prompt/468.md,phase9 Playwright or other appropriate tooling testing run restore failover chaos and slice quarantine suites,phase_9,MS_P9_PROOF_AND_EXIT_PACK,Phase 9 resilience and conformance proof pack,phase_delivery,current,on_path,GATE_P9_EXIT
469,par_469,par,not_started,prompt/469.md,phase9 Playwright or other appropriate tooling testing run incident tenant governance and dependency hygiene suites,phase_9,MS_P9_PROOF_AND_EXIT_PACK,Phase 9 resilience and conformance proof pack,phase_delivery,current,on_path,GATE_P9_EXIT
470,par_470,par,not_started,prompt/470.md,phase9 Playwright or other appropriate tooling testing run full cross phase end to end regression and penetration suites,phase_9,MS_P9_PROOF_AND_EXIT_PACK,Phase 9 resilience and conformance proof pack,phase_delivery,current,on_path,GATE_P9_EXIT
471,par_471,par,not_started,prompt/471.md,phase9 exit gate approve assurance ledger completion,phase_9,MS_P9_EXIT_GATE,Phase 9 assurance-ledger exit approval,assurance_gate,current,on_path,GATE_P9_EXIT
472,seq_472,seq,not_started,prompt/472.md,programme merge reconcile phase0 to phase6 and phase8 phase9 conformance scorecard,programme_release,MS_PRG_CURRENT_BASELINE_CONFORMANCE,Current-baseline conformance scorecard reconciliation,assurance_gate,current,on_path,GATE_CURRENT_BASELINE_CONFORMANCE
473,seq_473,seq,not_started,prompt/473.md,programme merge reconcile phase7 deferred channel into master conformance scorecard when ready,programme_release,MS_PRG_DEFERRED_PHASE7_CONFORMANCE,Deferred Phase 7 reconciliation into the master scorecard,deferred_channel,deferred,off_path,GATE_DEFERRED_NHSAPP_ENABLEMENT
474,seq_474,seq,not_started,prompt/474.md,programme prepare data migration backfill and reference dataset cutover plan,programme_release,MS_PRG_RELEASE_READINESS,"Release readiness, signoff, dress rehearsal, and final verification",release_gate,current,on_path,GATE_RELEASE_READINESS
475,seq_475,seq,not_started,prompt/475.md,programme prepare training runbooks and operating model for clinical ops support and governance,programme_release,MS_PRG_RELEASE_READINESS,"Release readiness, signoff, dress rehearsal, and final verification",release_gate,current,on_path,GATE_RELEASE_READINESS
476,seq_476,seq,not_started,prompt/476.md,programme prepare release wave manifest and tenant cohort rollout plan,programme_release,MS_PRG_RELEASE_READINESS,"Release readiness, signoff, dress rehearsal, and final verification",release_gate,current,on_path,GATE_RELEASE_READINESS
477,seq_477,seq,not_started,prompt/477.md,programme finalize security clinical safety privacy and regulatory signoffs,programme_release,MS_PRG_RELEASE_READINESS,"Release readiness, signoff, dress rehearsal, and final verification",release_gate,current,on_path,GATE_RELEASE_READINESS
478,seq_478,seq,not_started,prompt/478.md,programme finalize external dependency operational readiness and manual fallback runbooks,programme_release,MS_PRG_RELEASE_READINESS,"Release readiness, signoff, dress rehearsal, and final verification",release_gate,current,on_path,GATE_RELEASE_READINESS
479,seq_479,seq,not_started,prompt/479.md,programme Playwright or other appropriate tooling run production like dress rehearsal for all primary patient and staff flows,programme_release,MS_PRG_RELEASE_READINESS,"Release readiness, signoff, dress rehearsal, and final verification",release_gate,current,on_path,GATE_RELEASE_READINESS
480,seq_480,seq,not_started,prompt/480.md,programme Playwright or other appropriate tooling testing run final user acceptance and visual regression suite,programme_release,MS_PRG_RELEASE_READINESS,"Release readiness, signoff, dress rehearsal, and final verification",release_gate,current,on_path,GATE_RELEASE_READINESS
481,seq_481,seq,not_started,prompt/481.md,programme Playwright or other appropriate tooling testing run final disaster recovery and go live smoke suite,programme_release,MS_PRG_RELEASE_READINESS,"Release readiness, signoff, dress rehearsal, and final verification",release_gate,current,on_path,GATE_RELEASE_READINESS
482,seq_482,seq,not_started,prompt/482.md,programme promote signed release candidate to production wave 1,programme_release,MS_PRG_WAVE1_PROMOTION_AND_OBSERVATION,Wave 1 promotion and observation window,release_gate,current,on_path,GATE_WAVE1_OBSERVATION
483,seq_483,seq,not_started,prompt/483.md,programme monitor release watch tuple and wave observation policy for wave 1,programme_release,MS_PRG_WAVE1_PROMOTION_AND_OBSERVATION,Wave 1 promotion and observation window,release_gate,current,on_path,GATE_WAVE1_OBSERVATION
484,seq_484,seq,not_started,prompt/484.md,programme promote remaining tenant and channel waves using guardrailed canaries,programme_release,MS_PRG_MULTIWAVE_RELEASE,Guardrailed widening for remaining current-baseline waves,release_gate,current,on_path,GATE_BAU_TRANSFER
485,seq_485,seq,not_started,prompt/485.md,programme enable assistive visible modes only for approved cohorts,programme_release,MS_PRG_OPTIONAL_ASSISTIVE_VISIBLE_ENABLEMENT,Optional visible assistive enablement for approved cohorts,release_gate,optional,off_path,GATE_OPTIONAL_ASSISTIVE_ENABLEMENT
486,seq_486,seq,not_started,prompt/486.md,programme enable deferred nhs app channel for approved manifest versions,programme_release,MS_PRG_DEFERRED_NHSAPP_ENABLEMENT,Deferred NHS App enablement for approved manifest versions,deferred_channel,deferred,off_path,GATE_DEFERRED_NHSAPP_ENABLEMENT
487,seq_487,seq,not_started,prompt/487.md,programme complete bau handover and support rotas,programme_release,MS_PRG_BAU_HANDOVER_AND_ARCHIVE,"BAU handover, evidence archive, and watchlist closeout",assurance_gate,current,on_path,GATE_BAU_TRANSFER
488,seq_488,seq,not_started,prompt/488.md,programme archive launch evidence pack and lessons learned,programme_release,MS_PRG_BAU_HANDOVER_AND_ARCHIVE,"BAU handover, evidence archive, and watchlist closeout",assurance_gate,current,on_path,GATE_BAU_TRANSFER
489,seq_489,seq,not_started,prompt/489.md,programme close master dependency watchlist and transition to continuous improvement,programme_release,MS_PRG_BAU_HANDOVER_AND_ARCHIVE,"BAU handover, evidence archive, and watchlist closeout",assurance_gate,current,on_path,GATE_BAU_TRANSFER
