transition_id,machine_id,canonical_name,from_state,to_state,trigger,guards,authoritative_proofs,degraded_posture_if_missing,closure_blocker_interactions,related_objects,source_refs
SM_ADMIN_RESOLUTION_CASE__IN_PROGRESS__AWAITING_INTERNAL_ACTION,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,in_progress,awaiting_internal_action,Subtype profile declares internal follow-up as the dominant blocker.,waitingState = awaiting_internal_action,AdminResolutionSettlement(result = queued | waiting_dependency),blocked / recovery_only,,AdminResolutionSubtypeProfile; AdminResolutionSettlement,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
SM_ADMIN_RESOLUTION_CASE__IN_PROGRESS__AWAITING_EXTERNAL_DEPENDENCY,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,in_progress,awaiting_external_dependency,Subtype profile declares external dependency as the dominant blocker.,waitingState = awaiting_external_dependency,AdminResolutionSettlement(result = waiting_dependency),blocked / recovery_only,,AdminResolutionSubtypeProfile; AdminResolutionSettlement,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
SM_ADMIN_RESOLUTION_CASE__IN_PROGRESS__AWAITING_PRACTICE_ACTION,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,in_progress,awaiting_practice_action,Subtype profile declares practice action as the dominant blocker.,waitingState = awaiting_practice_action,AdminResolutionSettlement(result = waiting_dependency),blocked / recovery_only,,AdminResolutionSubtypeProfile; AdminResolutionSettlement,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
SM_ADMIN_RESOLUTION_CASE__IN_PROGRESS__PATIENT_NOTIFIED,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,in_progress,patient_notified,Patient-facing notification is authoritatively settled under the current boundary tuple.,"Visibility, release, and artifact posture remain current",AdminResolutionSettlement(result = patient_notified); AdminResolutionExperienceProjection,blocked / recovery_only,,AdminResolutionExperienceProjection; AdminResolutionCompletionArtifact,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
SM_ADMIN_RESOLUTION_CASE__PATIENT_NOTIFIED__COMPLETED,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,patient_notified,completed,Typed completion artifact is recorded for the current subtype and expectation text.,Completion artifact exists and matches subtype policy,AdminResolutionSettlement(result = completed); AdminResolutionCompletionArtifact(artifactState = recorded | delivered),blocked / recovery_only,,AdminResolutionCompletionArtifact; AdminResolutionSettlement,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
SM_ADMIN_RESOLUTION_CASE__COMPLETED__CLOSED,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,completed,closed,Admin-resolution branch has no remaining dependency or reopen debt.,boundaryReopenState = stable; No dependency set blocker remains,AdminResolutionExperienceProjection(boundaryReopenState = stable); AdminResolutionClosureRecord,blocked / recovery_only,,AdminResolutionExperienceProjection; AdminResolutionCompletionArtifact,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
SM_ADMIN_RESOLUTION_CASE__CLOSED__REOPENED,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,closed,reopened,"New symptom, safety preemption, invalidated advice, or dependency reopen requires bounded admin work to stop.",SelfCareBoundaryDecision reopens or clinician review is required,AdminResolutionSettlement(result = reopened_for_review); SelfCareBoundaryDecision,blocked / recovery_only,,SelfCareBoundaryDecision,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
SM_ADMIN_RESOLUTION_CASE__REOPENED__IN_PROGRESS,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,reopened,in_progress,Reopened boundary review returns the case to active admin work or reclassification.,Current boundary tuple remains bounded_admin_only and writable,AdminResolutionSettlement(result = reopened_for_review); AdminResolutionExperienceProjection,blocked / recovery_only,,AdminResolutionExperienceProjection,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
SM_ASSISTIVE_TRUST_ENVELOPE__SHADOW_ONLY__TRUSTED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,shadow_only,trusted,"The current watch tuple, rollout verdict, trust projection, and publication posture authorize visible same-shell assistive posture.",AssistiveCapabilityRolloutVerdict permits visible posture; Current watch tuple and publication tuple are exact,AssistiveCapabilityTrustEnvelope(trustState = trusted); AssistiveCapabilityRolloutVerdict; AssistiveCapabilityTrustProjection,blocked / recovery_only,,AssistiveCapabilityRolloutVerdict; AssistiveCapabilityTrustProjection,"phase-8-the-assistive-layer.md#8A Assistive capability contract, intended-use boundaries, and policy envelope; phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls"
SM_ASSISTIVE_TRUST_ENVELOPE__TRUSTED__DEGRADED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,trusted,degraded,Trust score or continuity posture drops but provenance can still remain visible in the same shell.,Current envelope still permits observe-only posture,AssistiveCapabilityTrustEnvelope(trustState = degraded); AssistiveFreezeFrame,observe_only,,AssistiveFreezeFrame; ReleaseRecoveryDisposition,"phase-8-the-assistive-layer.md#8A Assistive capability contract, intended-use boundaries, and policy envelope"
SM_ASSISTIVE_TRUST_ENVELOPE__TRUSTED__QUARANTINED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,trusted,quarantined,Trust or policy requires provenance-only or placeholder posture.,Quarantine reason or policy drift is current,AssistiveCapabilityTrustEnvelope(trustState = quarantined); AssistiveFreezeFrame,provenance_only,,AssistiveFreezeFrame,"phase-8-the-assistive-layer.md#8A Assistive capability contract, intended-use boundaries, and policy envelope"
SM_ASSISTIVE_TRUST_ENVELOPE__TRUSTED__FROZEN,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,trusted,frozen,"Evidence, publication, trust, selected-anchor, session, kill-switch, or release-freeze posture drifts.",Freeze reason is current on the live watch tuple,AssistiveFreezeFrame; AssistiveCapabilityTrustEnvelope(trustState = frozen),freeze-in-place,,AssistiveFreezeFrame; AssistiveKillSwitchState,"phase-8-the-assistive-layer.md#8A Assistive capability contract, intended-use boundaries, and policy envelope; phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls"
SM_ASSISTIVE_TRUST_ENVELOPE__DEGRADED__TRUSTED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,degraded,trusted,"Watch-tuple trust, continuity, and publication posture recover for the same artifact and route tuple.",Current watch tuple and rollout verdict are again exact and visible,AssistiveCapabilityTrustEnvelope(trustState = trusted); AssistiveCapabilityRolloutVerdict,blocked / recovery_only,,AssistiveCapabilityRolloutVerdict,"phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls"
SM_ASSISTIVE_TRUST_ENVELOPE__FROZEN__TRUSTED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,frozen,trusted,A fresh rerun or policy recovery restores trusted same-shell posture.,New artifact and current watch tuple are both live-authoritative,AssistiveRunSettlement(settlementState = renderable); AssistiveCapabilityTrustEnvelope(trustState = trusted),blocked / recovery_only,,AssistiveRunSettlement,"phase-8-the-assistive-layer.md#8F Human-in-the-loop workspace integration, override capture, and feedback loop"
SM_ASSISTIVE_ROLLOUT_VERDICT__SHADOW_ONLY__VISIBLE_SUMMARY,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,shadow_only,visible_summary,Visible-summary evidence and slice policy are complete for the current cohort.,sliceMembershipState = in_slice; visibleEvidenceState = complete; publicationState = published,AssistiveCapabilityRolloutVerdict(verdictState = current); AssistiveRolloutSliceContract,blocked / recovery_only,,AssistiveRolloutSliceContract; AssistiveCapabilityWatchTuple,"phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls"
SM_ASSISTIVE_ROLLOUT_VERDICT__VISIBLE_SUMMARY__VISIBLE_INSERT,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,visible_summary,visible_insert,Insert evidence and policy are complete for the current cohort slice.,insertEvidenceState = complete; publicationState = published,AssistiveCapabilityRolloutVerdict(verdictState = current),blocked / recovery_only,,AssistiveCapabilityWatchTuple; AssistiveRolloutSliceContract,"phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls"
SM_ASSISTIVE_ROLLOUT_VERDICT__VISIBLE_INSERT__VISIBLE_COMMIT,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,visible_insert,visible_commit,Governed-commit ceiling is approved for the current slice.,commitEvidenceState = complete; approval posture remains legal on the watch tuple,AssistiveCapabilityRolloutVerdict(verdictState = current); AssistiveReleaseCandidate,blocked / recovery_only,,AssistiveReleaseCandidate; AssistiveCapabilityWatchTuple,"phase-8-the-assistive-layer.md#8I Pilot rollout, controlled slices, and formal exit gate"
SM_ASSISTIVE_ROLLOUT_VERDICT__VISIBLE_SUMMARY__FROZEN,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,visible_summary,frozen,"Threshold breach, trust degradation, policy drift, publication staleness, or incident spike freezes the slice.",AssistiveReleaseFreezeRecord is opened for the current slice,AssistiveReleaseFreezeRecord(freezeState = frozen | shadow_only),shadow_only | observe_only | read_only_provenance | placeholder_only,,AssistiveReleaseFreezeRecord,"phase-8-the-assistive-layer.md#8I Pilot rollout, controlled slices, and formal exit gate"
SM_ASSISTIVE_ROLLOUT_VERDICT__VISIBLE_INSERT__FROZEN,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,visible_insert,frozen,The current slice freezes after visible insert posture was live.,AssistiveReleaseFreezeRecord is current,AssistiveReleaseFreezeRecord,shadow_only | observe_only | read_only_provenance | placeholder_only,,AssistiveReleaseFreezeRecord,"phase-8-the-assistive-layer.md#8I Pilot rollout, controlled slices, and formal exit gate"
SM_ASSISTIVE_ROLLOUT_VERDICT__FROZEN__WITHDRAWN,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,frozen,withdrawn,The slice is no longer legal or supported for visible rollout.,withdrawal or rollback recommendation is authoritative,AssistiveCapabilityRolloutVerdict(rolloutRung = withdrawn); AssistiveReleaseFreezeRecord(freezeState = released | shadow_only),blocked / recovery_only,,AssistiveReleaseFreezeRecord,"phase-8-the-assistive-layer.md#8I Pilot rollout, controlled slices, and formal exit gate"
SM_DISPOSITION_ELIGIBILITY__BLOCKED__ARCHIVE_ONLY,SM_DISPOSITION_ELIGIBILITY,DispositionEligibilityAssessment.eligibilityState,blocked,archive_only,Preservation constraints still prohibit deletion but archive posture becomes legal.,No active freeze or hold blocks archive-only posture; Graph still requires preserving the artifact or its derivation,DispositionEligibilityAssessment(eligibilityState = archive_only),blocked / recovery_only,,RetentionLifecycleBinding; LegalHoldRecord; AssuranceGraphCompletenessVerdict,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine"
SM_DISPOSITION_ELIGIBILITY__ARCHIVE_ONLY__DELETE_ALLOWED,SM_DISPOSITION_ELIGIBILITY,DispositionEligibilityAssessment.eligibilityState,archive_only,delete_allowed,"Current assessment proves delete is safe under the same freeze, hold, dependency, and graph posture.",No active freeze or legal hold remains; No replay-critical dependency blocks deletion,DispositionEligibilityAssessment(eligibilityState = delete_allowed); RetentionDecision,blocked / recovery_only,,LegalHoldRecord; RetentionLifecycleBinding; AssuranceGraphCompletenessVerdict,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine"
SM_LEGAL_HOLD_STATE__PENDING_REVIEW__ACTIVE,SM_LEGAL_HOLD_STATE,LegalHoldRecord.holdState,pending_review,active,Hold scope is confirmed and preservation becomes mandatory.,scopeHash and originType are authoritative,LegalHoldRecord(holdState = active),blocked / recovery_only,Active legal holds block delete posture,LegalHoldScopeManifest,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine"
SM_LEGAL_HOLD_STATE__ACTIVE__RELEASED,SM_LEGAL_HOLD_STATE,LegalHoldRecord.holdState,active,released,The hold is explicitly released and superseding disposition assessment is recomputed.,Release reason and review are authoritative,LegalHoldRecord(holdState = released); DispositionEligibilityAssessment,blocked / recovery_only,,DispositionEligibilityAssessment,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine"
SM_LEGAL_HOLD_STATE__ACTIVE__SUPERSEDED,SM_LEGAL_HOLD_STATE,LegalHoldRecord.holdState,active,superseded,A wider or newer hold scope supersedes the prior record.,supersedesHoldRef exists,LegalHoldRecord(holdState = superseded),blocked / recovery_only,,LegalHoldScopeManifest,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine"
SM_RESILIENCE_SURFACE_BINDING__LIVE__DIAGNOSTIC_ONLY,SM_RESILIENCE_SURFACE_BINDING,ResilienceSurfaceRuntimeBinding.bindingState,live,diagnostic_only,Trust or publication posture narrows the resilience board to diagnostic evidence only.,ReleaseTrustFreezeVerdict.surfaceAuthorityState = diagnostic_only or evidence pack admissibility is stale,ResilienceSurfaceRuntimeBinding(bindingState = diagnostic_only); RecoveryControlPosture(postureState = diagnostic_only),blocked / recovery_only,,RecoveryControlPosture; RecoveryEvidencePack,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme"
SM_RESILIENCE_SURFACE_BINDING__DIAGNOSTIC_ONLY__RECOVERY_ONLY,SM_RESILIENCE_SURFACE_BINDING,ResilienceSurfaceRuntimeBinding.bindingState,diagnostic_only,recovery_only,Active freeze or tuple drift allows only bounded recovery posture.,bindingTupleHash no longer matches current resilience tuple,ResilienceSurfaceRuntimeBinding(bindingState = recovery_only); ReleaseRecoveryDisposition,blocked / recovery_only,,RecoveryControlPosture; ReleaseRecoveryDisposition,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme"
SM_RESILIENCE_SURFACE_BINDING__DIAGNOSTIC_ONLY__LIVE,SM_RESILIENCE_SURFACE_BINDING,ResilienceSurfaceRuntimeBinding.bindingState,diagnostic_only,live,"Evidence pack admissibility, publication, and trust posture are restored on the same tuple.",latestRecoveryEvidencePackRef.packState = current; bindingTupleHash matches current OperationalReadinessSnapshot.resilienceTupleHash,ResilienceSurfaceRuntimeBinding(bindingState = live); RecoveryControlPosture(postureState = live_control),blocked / recovery_only,,RecoveryControlPosture; RecoveryEvidencePack,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme"
SM_RESILIENCE_SURFACE_BINDING__RECOVERY_ONLY__BLOCKED,SM_RESILIENCE_SURFACE_BINDING,ResilienceSurfaceRuntimeBinding.bindingState,recovery_only,blocked,Current resilience scope can no longer legally expose even bounded recovery controls.,release or trust posture blocks the active surface entirely,ResilienceSurfaceRuntimeBinding(bindingState = blocked); ReleaseRecoveryDisposition,blocked / recovery_only,,ReleaseRecoveryDisposition,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme"
SM_RECOVERY_CONTROL_POSTURE__LIVE_CONTROL__DIAGNOSTIC_ONLY,SM_RECOVERY_CONTROL_POSTURE,RecoveryControlPosture.postureState,live_control,diagnostic_only,"Publication, trust, or exercise freshness no longer supports live control.",restore/failover/chaos freshness is stale or expired but diagnostic evidence remains safe,RecoveryControlPosture(postureState = diagnostic_only),blocked / recovery_only,,RecoveryEvidencePack; OperationalReadinessSnapshot,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme"
SM_RECOVERY_CONTROL_POSTURE__DIAGNOSTIC_ONLY__GOVERNED_RECOVERY,SM_RECOVERY_CONTROL_POSTURE,RecoveryControlPosture.postureState,diagnostic_only,governed_recovery,Current posture narrows to bounded recovery operations only.,Some but not all recovery actions remain safe under the current tuple,RecoveryControlPosture(postureState = governed_recovery); ReleaseRecoveryDisposition,blocked / recovery_only,,ReleaseRecoveryDisposition,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme"
SM_RECOVERY_CONTROL_POSTURE__DIAGNOSTIC_ONLY__LIVE_CONTROL,SM_RECOVERY_CONTROL_POSTURE,RecoveryControlPosture.postureState,diagnostic_only,live_control,"Current evidence pack, publication, and readiness tuple again support live resilience controls.",evidencePackAdmissibilityState = exact; binding tuple remains current,RecoveryControlPosture(postureState = live_control); RecoveryEvidencePack(packState = current),blocked / recovery_only,,RecoveryEvidencePack,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme"
SM_RECOVERY_CONTROL_POSTURE__GOVERNED_RECOVERY__BLOCKED,SM_RECOVERY_CONTROL_POSTURE,RecoveryControlPosture.postureState,governed_recovery,blocked,No legal operator control remains under the current tuple.,blockerRefs still prevent all allowedActionRefs,RecoveryControlPosture(postureState = blocked),blocked / recovery_only,,ReleaseTrustFreezeVerdict,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme"
SM_CROSS_PHASE_SCORECARD__BLOCKED__STALE,SM_CROSS_PHASE_SCORECARD,CrossPhaseConformanceScorecard.scorecardState,blocked,stale,"Required rows exist but some planning, verification, runtime, or continuity proof is still stale or partial.",PhaseConformanceRow rows exist for the claimed scope,PhaseConformanceRow(rowState = stale | exact); CrossPhaseConformanceScorecard(scorecardState = stale),blocked / recovery_only,,PhaseConformanceRow,"phase-9-the-assurance-ledger.md#9I Full-program exercises, BAU transfer, and formal exit gate"
SM_CROSS_PHASE_SCORECARD__STALE__EXACT,SM_CROSS_PHASE_SCORECARD,CrossPhaseConformanceScorecard.scorecardState,stale,exact,"Every required row is exact and the scorecard hash still matches the current planning, verification, runtime, continuity, and end-state proof tuples.","summaryAlignmentState, contractAdoptionState, verificationCoverageState, operationalProofState, and endStateProofState are all exact",CrossPhaseConformanceScorecard(scorecardState = exact); GovernanceContinuityEvidenceBundle,blocked / recovery_only,,PhaseConformanceRow; GovernanceContinuityEvidenceBundle; ExperienceContinuityControlEvidence,"phase-9-the-assurance-ledger.md#9I Full-program exercises, BAU transfer, and formal exit gate; forensic-audit-findings.md#Finding 103 - Governance compliance review still omitted continuity-evidence bundles"
SM_CROSS_PHASE_SCORECARD__EXACT__STALE,SM_CROSS_PHASE_SCORECARD,CrossPhaseConformanceScorecard.scorecardState,exact,stale,"Any planning summary, runtime publication tuple, continuity proof set, or end-state proof drifts out of exact alignment.",One or more required rows fall to stale,PhaseConformanceRow(rowState = stale); CrossPhaseConformanceScorecard(scorecardState = stale),blocked / recovery_only,,PhaseConformanceRow; GovernanceContinuityEvidenceBundle,"phase-9-the-assurance-ledger.md#9I Full-program exercises, BAU transfer, and formal exit gate"
SM_CROSS_PHASE_SCORECARD__STALE__BLOCKED,SM_CROSS_PHASE_SCORECARD,CrossPhaseConformanceScorecard.scorecardState,stale,blocked,"A required proof, verification scenario, runtime publication tuple, or continuity bundle is missing or contradictory.",Any required rowState falls to blocked,PhaseConformanceRow(rowState = blocked); CrossPhaseConformanceScorecard(scorecardState = blocked),blocked / recovery_only,,PhaseConformanceRow; RuntimePublicationBundle; GovernanceContinuityEvidenceBundle,"phase-9-the-assurance-ledger.md#9I Full-program exercises, BAU transfer, and formal exit gate"
