term_id,canonical_term,entry_type,object_id,resolution_class,bounded_context,object_kind,definition,do_not_confuse_with,source_refs,notes
ALIAS_RUNTIMEPUBLICATIONBUNDLE_AND_DESIGNCONTRACTPUBLICATIONBUNDLE_PUBLISH_ONE_COHERENT_SURFACE_TUPLE,RuntimePublicationBundle and DesignContractPublicationBundle publish one coherent surface tuple,alias,OBJ_RUNTIMEPUBLICATIONBUNDLE,ambiguous_phrase_requiring_context,,,RuntimePublicationBundle and DesignContractPublicationBundle publish one coherent surface tuple,OBJ_RUNTIMEPUBLICATIONBUNDLE; OBJ_DESIGNCONTRACTPUBLICATIONBUNDLE; OBJ_AUDIENCESURFACERUNTIMEBINDING; OBJ_AUDIENCESURFACEROUTECONTRACT,RUNTIME_PUBLICATION_AND_DESIGN_CONTRACT,Preferred canonical wording.
ALIAS_SAME_OBJECT_SAME_SHELL,"same object, same shell",alias,OBJ_PERSISTENTSHELL,ambiguous_phrase_requiring_context,,,"same object, same shell",OBJ_PERSISTENTSHELL; OBJ_SHELLCONTINUITYFRAME; OBJ_CONTINUITYTRANSITIONCHECKPOINT,UI_SAME_OBJECT_SAME_SHELL,Preferred canonical wording.
ALIAS_SAME_REQUEST_LINEAGE_SHELL,same request lineage shell,alias,OBJ_SUBMISSIONENVELOPE,ambiguous_phrase_requiring_context,,,"SubmissionEnvelope, Request, RequestLineage, and child cases have separate ownership",OBJ_SUBMISSIONENVELOPE; OBJ_REQUEST; OBJ_REQUESTLINEAGE; OBJ_LINEAGECASELINK,OWNERSHIP_REQUEST_SUBMISSION_CHILD_CASE,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_SAME_REQUEST_SHELL,same request shell,alias,OBJ_PERSISTENTSHELL,ambiguous_phrase_requiring_context,,,"same object, same shell",OBJ_PERSISTENTSHELL; OBJ_SHELLCONTINUITYFRAME; OBJ_CONTINUITYTRANSITIONCHECKPOINT,UI_SAME_OBJECT_SAME_SHELL,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_SAME_SHELL_RECOVERY,same-shell recovery,alias,OBJ_PERSISTENTSHELL,ambiguous_phrase_requiring_context,,,"same object, same shell",OBJ_PERSISTENTSHELL; OBJ_SHELLCONTINUITYFRAME; OBJ_CONTINUITYTRANSITIONCHECKPOINT,UI_SAME_OBJECT_SAME_SHELL,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_SAME_SHELL_RECOVERY_USES_TYPED_RECOVERY_AND_CONTINUATION_ENVELOPES,same-shell recovery uses typed recovery and continuation envelopes,alias,,not_an_object_phrase,,,same-shell recovery uses typed recovery and continuation envelopes,,MUTATION_RECOVERY_ENVELOPES,Preferred canonical wording.
ALIAS_SHELLFAMILYOWNERSHIPCONTRACT_PLUS_ROUTEFAMILYOWNERSHIPCLAIM_GOVERN_SHELL_RESIDENCY,ShellFamilyOwnershipContract plus RouteFamilyOwnershipClaim govern shell residency,alias,OBJ_PERSISTENTSHELL,ambiguous_phrase_requiring_context,,,ShellFamilyOwnershipContract plus RouteFamilyOwnershipClaim govern shell residency,OBJ_PERSISTENTSHELL; OBJ_SHELLFAMILYOWNERSHIPCONTRACT; OBJ_ROUTEFAMILYOWNERSHIPCLAIM,UI_SHELL_FAMILY_OWNERSHIP,Preferred canonical wording.
ALIAS_SINGLE_REQUEST_SHELL,single request shell,alias,OBJ_SUBMISSIONENVELOPE,ambiguous_phrase_requiring_context,,,"SubmissionEnvelope, Request, RequestLineage, and child cases have separate ownership",OBJ_SUBMISSIONENVELOPE; OBJ_REQUEST; OBJ_REQUESTLINEAGE; OBJ_LINEAGECASELINK,OWNERSHIP_REQUEST_SUBMISSION_CHILD_CASE,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_SUBMISSIONENVELOPE_REQUEST_REQUESTLINEAGE_AND_CHILD_CASES_HAVE_SEPARATE_OWNERSHIP,"SubmissionEnvelope, Request, RequestLineage, and child cases have separate ownership",alias,OBJ_SUBMISSIONENVELOPE,ambiguous_phrase_requiring_context,,,"SubmissionEnvelope, Request, RequestLineage, and child cases have separate ownership",OBJ_SUBMISSIONENVELOPE; OBJ_REQUEST; OBJ_REQUESTLINEAGE; OBJ_LINEAGECASELINK,OWNERSHIP_REQUEST_SUBMISSION_CHILD_CASE,Preferred canonical wording.
ALIAS_SUBMISSIONENVELOPE_STATE_OWNS_DRAFT_AND_PRE_PROMOTION_LIFECYCLE,SubmissionEnvelope.state owns draft and pre-promotion lifecycle,alias,OBJ_SUBMISSIONENVELOPE,ambiguous_phrase_requiring_context,,,SubmissionEnvelope.state owns draft and pre-promotion lifecycle,OBJ_SUBMISSIONENVELOPE,STATE_SUBMISSION_ENVELOPE,Preferred canonical wording.
ALIAS_SUCCESS_TOAST,success toast,alias,OBJ_COMMANDSETTLEMENTRECORD,ambiguous_phrase_requiring_context,,,CommandSettlementRecord is the authoritative outcome for visible mutation state,OBJ_COMMANDSETTLEMENTRECORD,MUTATION_COMMAND_SETTLEMENT_RECORD,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_SUMMARY_ONLY_DONE_DEFINITION,summary-only done definition,alias,,not_an_object_phrase,,,CrossPhaseConformanceScorecard defines machine-auditable programme alignment,,PROGRAMME_CONFORMANCE_SCORECARD,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_TOKEN_EXPORT_AS_SIDECAR,token export as sidecar,alias,OBJ_RUNTIMEPUBLICATIONBUNDLE,ambiguous_phrase_requiring_context,,,RuntimePublicationBundle and DesignContractPublicationBundle publish one coherent surface tuple,OBJ_RUNTIMEPUBLICATIONBUNDLE; OBJ_DESIGNCONTRACTPUBLICATIONBUNDLE; OBJ_AUDIENCESURFACERUNTIMEBINDING; OBJ_AUDIENCESURFACEROUTECONTRACT,RUNTIME_PUBLICATION_AND_DESIGN_CONTRACT,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_URGENT_OR_NOT_URGENT,urgent or not urgent,alias,OBJ_SAFETYDECISIONRECORD,ambiguous_phrase_requiring_context,,,Request.safetyState is a persisted orthogonal axis,OBJ_SAFETYDECISIONRECORD; OBJ_URGENTDIVERSIONSETTLEMENT; OBJ_REQUEST,STATE_SAFETY_AXIS,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_VISIBILITY_POLICY_OWNERSHIP,visibility policy ownership,alias,,not_an_object_phrase,,,VisibilityProjectionPolicy owns materialization and calmness eligibility,,OWNERSHIP_VISIBILITY_POLICY,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_VISIBILITYPROJECTIONPOLICY_OWNS_MATERIALIZATION_AND_CALMNESS_ELIGIBILITY,VisibilityProjectionPolicy owns materialization and calmness eligibility,alias,,not_an_object_phrase,,,VisibilityProjectionPolicy owns materialization and calmness eligibility,,OWNERSHIP_VISIBILITY_POLICY,Preferred canonical wording.
ALIAS_WORKFLOW_HOLDS,workflow holds,alias,OBJ_REQUESTCLOSURERECORD,ambiguous_phrase_requiring_context,,,blockers remain orthogonal to workflow milestones,OBJ_REQUESTCLOSURERECORD; OBJ_IDENTITYREPAIRCASE; OBJ_EXTERNALCONFIRMATIONGATE,STATE_BLOCKER_ORTHOGONALITY,"Alias may appear in prose, but downstream work should normalize to the preferred term."
ALIAS_WORKFLOW_STATUS,workflow status,alias,OBJ_REQUEST,ambiguous_phrase_requiring_context,,,Request.workflowState is milestone-only,OBJ_REQUEST,STATE_WORKFLOW_MILESTONES,"Alias may appear in prose, but downstream work should normalize to the preferred term."
GLOSSARY_AUDIENCE_ASSISTIVE_ADJUNCT,assistive_adjunct,audience_tier,,glossary_only,frontend_runtime,descriptor,Assistive use is an adjunct posture inside the owning task unless the corpus explicitly calls for standalone evaluation or replay tooling.,,04_audience_tier_model.md,Coverage basis: AssistiveSurfaceBinding bound to the owning shell and current audience coverage
GLOSSARY_AUDIENCE_GOVERNANCE_REVIEW,governance_review,audience_tier,,glossary_only,frontend_runtime,descriptor,"Governance/admin/config/comms/access work is a distinct control surface, not an operations subpanel.",,04_audience_tier_model.md,Coverage basis: StaffAudienceCoverageProjection(purposeOfUse = governance_review) plus GovernanceScopeToken
GLOSSARY_AUDIENCE_HUB_DESK,hub_desk,audience_tier,,glossary_only,frontend_runtime,descriptor,"Coordination-safe cross-site visibility for ranked offers, travel constraints, and practice-ack debt, without full clinical narrative.",,phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers,"Catalogued as an audience tier concept, not a domain aggregate."
GLOSSARY_AUDIENCE_OPERATIONS_CONTROL,operations_control,audience_tier,,glossary_only,frontend_runtime,descriptor,"Operations is a control-room specialization that must not borrow ordinary practice, hub, or support payloads.",,04_audience_tier_model.md,Coverage basis: purpose-of-use-specific control-plane rows for operations surfaces
GLOSSARY_AUDIENCE_ORIGIN_PRACTICE,origin_practice,audience_tier,,glossary_only,frontend_runtime,descriptor,Practice-owned operational and clinically necessary detail for the current organisation only.,,phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers,"Catalogued as an audience tier concept, not a domain aggregate."
GLOSSARY_AUDIENCE_ORIGIN_PRACTICE_CLINICAL,origin_practice_clinical,audience_tier,,glossary_only,frontend_runtime,descriptor,Separates clinician/designated reviewer work from generic practice ops while preserving the same base visibility tier.,,04_audience_tier_model.md,Coverage basis: origin_practice + StaffAudienceCoverageProjection(purposeOfUse = operational_execution)
GLOSSARY_AUDIENCE_ORIGIN_PRACTICE_OPERATIONS,origin_practice_operations,audience_tier,,glossary_only,frontend_runtime,descriptor,Keeps practice-operational actors distinct from clinical reviewers inside the shared workspace shell.,,04_audience_tier_model.md,Coverage basis: origin_practice + StaffAudienceCoverageProjection(purposeOfUse = operational_execution)
GLOSSARY_AUDIENCE_PATIENT_AUTHENTICATED,patient_authenticated,audience_tier,,glossary_only,frontend_runtime,descriptor,"Signed-in patient routes with richer request, booking, message, record, pharmacy, and document visibility after live checks pass.",,phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers,"Catalogued as an audience tier concept, not a domain aggregate."
GLOSSARY_AUDIENCE_PATIENT_EMBEDDED_AUTHENTICATED,patient_embedded_authenticated,audience_tier,,glossary_only,frontend_runtime,descriptor,"Embedded patient use is a channel-constrained authenticated posture, not a second shell family.",,04_audience_tier_model.md,Coverage basis: patient_authenticated + PatientAudienceCoverageProjection(purposeOfUse = embedded_authenticated)
GLOSSARY_AUDIENCE_PATIENT_GRANT_SCOPED,patient_grant_scoped,audience_tier,,glossary_only,frontend_runtime,descriptor,The corpus distinguishes grant-scoped recovery posture without minting a separate Phase 0 base tier.,,04_audience_tier_model.md,Coverage basis: patient_public + PatientAudienceCoverageProjection(purposeOfUse = secure_link_recovery)
GLOSSARY_AUDIENCE_PATIENT_PUBLIC,patient_public,audience_tier,,glossary_only,frontend_runtime,descriptor,"Public-safe patient status, secure-link entry before proof, and governed recovery only.",,phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers,"Catalogued as an audience tier concept, not a domain aggregate."
GLOSSARY_AUDIENCE_SERVICING_SITE,servicing_site,audience_tier,,glossary_only,frontend_runtime,descriptor,Service-delivery detail required to fulfil the booked or referred service for the site in scope.,,phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers,"Catalogued as an audience tier concept, not a domain aggregate."
GLOSSARY_AUDIENCE_SUPPORT,support,audience_tier,,glossary_only,frontend_runtime,descriptor,"Masked summary, chronology, and consequence-preview detail, with stronger gates for identity or access-affecting work.",,phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers,"Catalogued as an audience tier concept, not a domain aggregate."
GLOSSARY_CHANNEL_BROWSER_WEB,Browser web,channel,,glossary_only,frontend_runtime,descriptor,This is the baseline shell posture for most surfaces.,,phase-0-the-foundation-protocol.md#1.1 PersistentShell; blueprint-init.md#2. Core product surfaces,"Catalogued as a channel concept, not a domain aggregate."
GLOSSARY_CHANNEL_CONSTRAINED_BROWSER,Constrained browser posture,channel,,glossary_only,frontend_runtime,descriptor,The shell stays the same shell; only the channel profile changes.,,phase-0-the-foundation-protocol.md#1.1 PersistentShell; platform-frontend-blueprint.md#EmbeddedStripContract,"Catalogued as a channel concept, not a domain aggregate."
GLOSSARY_CHANNEL_EMBEDDED_WEBVIEW,Embedded webview / NHS App-style embedded channel,channel,,glossary_only,frontend_runtime,descriptor,Channel posture changes without changing shell ownership.,,"phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm; patient-portal-experience-architecture-blueprint.md#Control priorities","Catalogued as a channel concept, not a domain aggregate."
GLOSSARY_CHANNEL_OUTBOUND_CALLBACK_DELIVERY,External delivery channels for callback and telephony outcomes,channel,,glossary_only,frontend_runtime,descriptor,Delivery evidence affects continuity and repair posture but does not redefine shell ownership.,,callback-and-clinician-messaging-loop.md; phase-0-the-foundation-protocol.md#5.5 Unified care conversation algorithm,"Catalogued as a channel concept, not a domain aggregate."
GLOSSARY_CHANNEL_OUTBOUND_NOTIFICATION_DELIVERY,External delivery channels for notifications and reminders,channel,,glossary_only,frontend_runtime,descriptor,"Continuity-sensitive calmness must still come from authoritative settlement and evidence, not transport acceptance alone.",,callback-and-clinician-messaging-loop.md; phase-0-the-foundation-protocol.md#12.3 Patient-visible state contract,"Catalogued as a channel concept, not a domain aggregate."
GLOSSARY_CHANNEL_SMS_SECURE_LINK_CONTINUATION,SMS continuation / secure-link continuation,channel,,glossary_only,frontend_runtime,descriptor,Preserves one specific lineage anchor rather than opening a generic portal shell from scratch.,,"patient-account-and-communications-blueprint.md#Patient audience coverage contract; phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm","Catalogued as a channel concept, not a domain aggregate."
GLOSSARY_CHANNEL_SUPPORT_ASSISTED_CAPTURE,Support-assisted capture,channel,,glossary_only,frontend_runtime,descriptor,"This is still one governed intake lineage, not a separate support-only request system.",,blueprint-init.md#2. Core product surfaces; staff-operations-and-support-blueprint.md#Support route contract,"Catalogued as a channel concept, not a domain aggregate."
GLOSSARY_CHANNEL_TELEPHONY_IVR,Telephony / IVR,channel,,glossary_only,frontend_runtime,descriptor,"Telephony is an ingress channel, not a shell family.",,blueprint-init.md#2. Core product surfaces; phase-0-the-foundation-protocol.md#0.2 Continuity key and shell law,"Catalogued as a channel concept, not a domain aggregate."
GLOSSARY_CHANNEL_PROFILE_BROWSER,browser,channel_profile,,glossary_only,frontend_runtime,descriptor,Channel profile `browser` as normalized by the audience-surface inventory.,,04_channel_inventory.md,"Catalogued as a channel profile concept, not a domain aggregate."
GLOSSARY_CHANNEL_PROFILE_CONSTRAINED_BROWSER,constrained_browser,channel_profile,,glossary_only,frontend_runtime,descriptor,Channel profile `constrained_browser` as normalized by the audience-surface inventory.,,04_channel_inventory.md,"Catalogued as a channel profile concept, not a domain aggregate."
GLOSSARY_CHANNEL_PROFILE_EMBEDDED,embedded,channel_profile,,glossary_only,frontend_runtime,descriptor,Channel profile `embedded` as normalized by the audience-surface inventory.,,04_channel_inventory.md,"Catalogued as a channel profile concept, not a domain aggregate."
OBJ_ABSTENTIONRECORD,AbstentionRecord,object,OBJ_ABSTENTIONRECORD,canonical_object,assistive,record,Explicit schema block for AbstentionRecord in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L615; phase-8-the-assistive-layer.md#L679,
OBJ_ACCESSADMINISTRATIONWORKSPACE,AccessAdministrationWorkspace,object,OBJ_ACCESSADMINISTRATIONWORKSPACE,canonical_object,platform_configuration,other,"`AccessAdministrationWorkspace` is the root context for `/ops/access`. Membership edits, role diffs, elevation review, and recertification decisions must resolve through the same workspace so the same subject, scope, and package remain visible from preview to settlement. Organisation switching, purpose-of-use change, or elevation-expiry drift must supersede `actingScopeTupleRef` and freeze the workspace before approval or revocation can continue.",,platform-admin-and-config-blueprint.md#L232; platform-admin-and-config-blueprint.md#L228; platform-admin-and-config-blueprint.md#L235,
OBJ_ACCESSEVENTINDEX,AccessEventIndex,object,OBJ_ACCESSEVENTINDEX,canonical_object,assurance_and_governance,other,Explicit schema block for AccessEventIndex in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L507; phase-9-the-assurance-ledger.md#L541; operations-console-frontend-blueprint.md#L257; operations-console-frontend-blueprint.md#L281; governance-admin-console-frontend-blueprint.md#L1286,
OBJ_ACCESSFREEZEDISPOSITION,AccessFreezeDisposition,object,OBJ_ACCESSFREEZEDISPOSITION,canonical_object,platform_configuration,record,"`AccessFreezeDisposition` is the access-specific freeze adapter used when the same shell must stay visible but approve, narrow, or revoke work becomes read-only or revalidation-first.",,platform-admin-and-config-blueprint.md#L242; platform-admin-and-config-blueprint.md#L230; platform-admin-and-config-blueprint.md#L245,
OBJ_ACCESSGRANT,AccessGrant,object,OBJ_ACCESSGRANT,canonical_object,foundation_identity_access,grant,Fields:,OBJ_SESSION; OBJ_IDENTITYBINDING; OBJ_CAPABILITYDECISION,phase-0-the-foundation-protocol.md#L1238; phase-0-the-foundation-protocol.md#L415; phase-0-the-foundation-protocol.md#L4880; phase-0-the-foundation-protocol.md#L6875; phase-1-the-red-flag-gate.md#L198; phase-1-the-red-flag-gate.md#L212; phase-2-identity-and-echoes.md#L79; phase-2-identity-and-echoes.md#L232,
OBJ_ACCESSGRANTREDEMPTIONRECORD,AccessGrantRedemptionRecord,object,OBJ_ACCESSGRANTREDEMPTIONRECORD,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L1318; phase-0-the-foundation-protocol.md#L1286; phase-0-the-foundation-protocol.md#L4718; phase-0-the-foundation-protocol.md#L4880; phase-0-the-foundation-protocol.md#L5360; phase-0-the-foundation-protocol.md#L5434; phase-0-the-foundation-protocol.md#L5450; phase-0-the-foundation-protocol.md#L5485,
OBJ_ACCESSGRANTSCOPEENVELOPE,AccessGrantScopeEnvelope,object,OBJ_ACCESSGRANTSCOPEENVELOPE,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L1289; phase-0-the-foundation-protocol.md#L1285; phase-0-the-foundation-protocol.md#L4717; phase-0-the-foundation-protocol.md#L4880; phase-0-the-foundation-protocol.md#L5359; phase-0-the-foundation-protocol.md#L5440; phase-0-the-foundation-protocol.md#L5460; phase-0-the-foundation-protocol.md#L5471,
OBJ_ACCESSGRANTSERVICE,AccessGrantService,object,OBJ_ACCESSGRANTSERVICE,canonical_object,foundation_identity_access,other,Responsibilities:,,phase-0-the-foundation-protocol.md#L4712; phase-0-the-foundation-protocol.md#L274; phase-0-the-foundation-protocol.md#L831; phase-0-the-foundation-protocol.md#L4710; phase-0-the-foundation-protocol.md#L5471; phase-2-identity-and-echoes.md#L79; phase-2-identity-and-echoes.md#L398; phase-2-identity-and-echoes.md#L496,
OBJ_ACCESSGRANTSUPERSESSIONRECORD,AccessGrantSupersessionRecord,object,OBJ_ACCESSGRANTSUPERSESSIONRECORD,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L1343; phase-0-the-foundation-protocol.md#L1287; phase-0-the-foundation-protocol.md#L4719; phase-0-the-foundation-protocol.md#L4880; phase-0-the-foundation-protocol.md#L5323; phase-0-the-foundation-protocol.md#L5360; phase-0-the-foundation-protocol.md#L5434; phase-0-the-foundation-protocol.md#L5446,
OBJ_ACCESSIBILITYEQUIVALENCECHECK,AccessibilityEquivalenceCheck,object,OBJ_ACCESSIBILITYEQUIVALENCECHECK,canonical_object,frontend_runtime,other,"`AccessibilityEquivalenceCheck` proves that non-visual and reduced-motion users receive the same operational meaning as full-motion users. Motion is not considered valid if focus, announcement order, or meaning diverges.",,platform-frontend-blueprint.md#L2701; phase-0-the-foundation-protocol.md#L9068; phase-0-the-foundation-protocol.md#L9214; platform-frontend-blueprint.md#L2704; platform-frontend-blueprint.md#L2850,
