transition_id,machine_id,canonical_name,machine_family,phase_tags,state_axis_type,from_state,to_state,trigger,coordinator_owned,guards,authoritative_proofs,related_objects,degraded_posture,closure_blocker_interactions,source_refs,notes
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__RESOLVED_BY_PHARMACY,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,consultation_outcome_pending,resolved_by_pharmacy,Pharmacy outcome is strong enough to settle the branch locally.,no,Outcome source correlation is strong and no reconciliation gate remains open,PharmacyOutcomeRecord; PharmacyOutcomeMilestone,PharmacyOutcomeRecord; CommandSettlementRecord,,,"phase-6-the-pharmacy-loop.md#6F Outcome ingest, Update Record observation, and reconciliation",
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__UNRESOLVED_RETURNED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,consultation_outcome_pending,unresolved_returned,Outcome proves unresolved return to practice rather than pharmacy resolution.,no,Return evidence is strong enough,PharmacyOutcomeRecord; PharmacyReopenSignal,PharmacyOutcomeRecord,,,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics",
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__URGENT_BOUNCE_BACK,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,consultation_outcome_pending,urgent_bounce_back,Urgent return or bounce-back is required.,no,Urgency carry floor and bounce-back record are current,PharmacyBounceBackRecord,PharmacyBounceBackRecord,,Urgent bounce-back remains an explicit continuation path,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics",
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__NO_CONTACT_RETURN_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,consultation_outcome_pending,no_contact_return_pending,No-contact return is required rather than quiet closure.,no,Reachability plan or outcome evidence proves no contact return,PharmacyReachabilityPlan; PharmacyOutcomeRecord,PharmacyReachabilityPlan; PharmacyOutcomeRecord,,No-contact return must remain explicit and cannot auto-close,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics",
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__OUTCOME_RECONCILIATION_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,consultation_outcome_pending,outcome_reconciliation_pending,Weak or ambiguous outcome truth requires case-local reconciliation review.,no,Current outcome source is weakly correlated or contradictory,PharmacyOutcomeReconciliationGate; PharmacyOutcomeRecord,PharmacyOutcomeReconciliationGate; PharmacyOutcomeRecord,,Outcome reconciliation remains open until resolved,"phase-6-the-pharmacy-loop.md#6F Outcome ingest, Update Record observation, and reconciliation",
SM_PHARMACY_CASE_STATUS__OUTCOME_RECONCILIATION_PENDING__RESOLVED_BY_PHARMACY,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,outcome_reconciliation_pending,resolved_by_pharmacy,Reconciliation resolves in favor of pharmacy completion.,no,Current reconciliation gate is settled,PharmacyOutcomeReconciliationGate; PharmacyOutcomeRecord,PharmacyOutcomeReconciliationGate,,,"phase-6-the-pharmacy-loop.md#6F Outcome ingest, Update Record observation, and reconciliation",
SM_PHARMACY_CASE_STATUS__OUTCOME_RECONCILIATION_PENDING__UNRESOLVED_RETURNED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,outcome_reconciliation_pending,unresolved_returned,Reconciliation resolves to unresolved return-to-practice.,no,Current reconciliation gate is settled,PharmacyOutcomeReconciliationGate; PharmacyOutcomeRecord,PharmacyOutcomeReconciliationGate,,,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics",
SM_PHARMACY_CASE_STATUS__OUTCOME_RECONCILIATION_PENDING__URGENT_BOUNCE_BACK,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,outcome_reconciliation_pending,urgent_bounce_back,Reconciliation concludes urgent bounce-back is required.,no,Current reconciliation gate is settled,PharmacyOutcomeReconciliationGate; PharmacyBounceBackRecord,PharmacyOutcomeReconciliationGate; PharmacyBounceBackRecord,,,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics",
SM_PHARMACY_CASE_STATUS__OUTCOME_RECONCILIATION_PENDING__NO_CONTACT_RETURN_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,outcome_reconciliation_pending,no_contact_return_pending,Reconciliation concludes no-contact return remains the live branch.,no,Current reconciliation gate is settled,PharmacyOutcomeReconciliationGate; PharmacyReachabilityPlan,PharmacyOutcomeReconciliationGate; PharmacyReachabilityPlan,,,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics",
SM_PHARMACY_CASE_STATUS__RESOLVED_BY_PHARMACY__CLOSED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,resolved_by_pharmacy,closed,"Resolved pharmacy branch has no remaining blocker, consent, dispatch, or outcome debt.",no,Current closure blocker refs are empty,PharmacyClosureSettlement; RequestClosureRecord(decision = close),RequestClosureRecord,,,"phase-6-the-pharmacy-loop.md#6H Practice visibility, operations queue, and pharmacy exception handling",
SM_PHARMACY_CONSENT_CHECKPOINT__SATISFIED__EXPIRING,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,pharmacy,phase_6_pharmacy_loop,gate,satisfied,expiring,Consent approaches expiry under the same provider and package scope.,no,Consent record is still current but nearing expiry,PharmacyConsentCheckpoint(checkpointState = expiring),PharmacyConsentRecord,,,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine",
SM_PHARMACY_CONSENT_CHECKPOINT__EXPIRING__RENEWAL_REQUIRED,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,pharmacy,phase_6_pharmacy_loop,gate,expiring,renewal_required,Consent can no longer authorize dispatch or continuation.,no,Current consent expires or drifts out of scope,PharmacyConsentCheckpoint(checkpointState = renewal_required),PharmacyConsentRecord,,,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine",
SM_PHARMACY_CONSENT_CHECKPOINT__SATISFIED__WITHDRAWN,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,pharmacy,phase_6_pharmacy_loop,gate,satisfied,withdrawn,Consent is withdrawn before dispatch.,no,Withdrawal is authoritative and pre-dispatch,PharmacyConsentRevocationRecord(revocationKind = pre_dispatch),PharmacyConsentRevocationRecord,,,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine",
SM_PHARMACY_CONSENT_CHECKPOINT__SATISFIED__REVOKED_POST_DISPATCH,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,pharmacy,phase_6_pharmacy_loop,gate,satisfied,revoked_post_dispatch,Consent is revoked after dispatch already occurred.,no,Revocation kind is post_dispatch,PharmacyConsentRevocationRecord(revocationKind = post_dispatch),PharmacyConsentRevocationRecord; PharmacyDispatchAttempt,,,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine",
SM_PHARMACY_CONSENT_CHECKPOINT__REVOKED_POST_DISPATCH__WITHDRAWAL_RECONCILIATION,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,pharmacy,phase_6_pharmacy_loop,gate,revoked_post_dispatch,withdrawal_reconciliation,Withdrawal must be reconciled downstream after dispatch already left the platform.,no,Downstream withdrawal state is not_required | requested | confirmed | disputed,PharmacyConsentRevocationRecord; PharmacyConsentCheckpoint(checkpointState = withdrawal_reconciliation),PharmacyConsentRevocationRecord,,,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine",
SM_PHARMACY_CONSENT_CHECKPOINT__WITHDRAWAL_RECONCILIATION__RECOVERY_REQUIRED,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,pharmacy,phase_6_pharmacy_loop,gate,withdrawal_reconciliation,recovery_required,Withdrawal cannot be fully reconciled and needs governed recovery.,no,Current downstream acknowledgement remains disputed or impossible_after_handoff,PharmacyConsentRevocationRecord; ReleaseRecoveryDisposition,ReleaseRecoveryDisposition,,,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine",
SM_PHARMACY_DISPATCH_STATUS__CREATED__ADAPTER_DISPATCHED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,created,adapter_dispatched,Adapter dispatch begins on the frozen plan and package tuple.,no,dispatchPlanHash and packageHash still match; Current RouteIntentBinding and RequestLifecycleLease fences are current,AdapterDispatchAttempt; CommandActionRecord,PharmacyDispatchPlan; RouteIntentBinding; RequestLifecycleLease,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_DISPATCH_STATUS__ADAPTER_DISPATCHED__TRANSPORT_ACCEPTED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,adapter_dispatched,transport_accepted,Transport layer accepts the dispatch.,no,Adapter receipt is accepted on the current attempt fence,AdapterReceiptCheckpoint(transportAcceptanceState = accepted),AdapterReceiptCheckpoint,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_DISPATCH_STATUS__TRANSPORT_ACCEPTED__PROVIDER_ACCEPTED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,transport_accepted,provider_accepted,Provider-side acceptance is observed.,no,"Provider acceptance binds to the same package, provider, and outbound reference set",AdapterReceiptCheckpoint(providerAcceptanceState = accepted),AdapterReceiptCheckpoint,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_DISPATCH_STATUS__PROVIDER_ACCEPTED__PROOF_PENDING,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,provider_accepted,proof_pending,Provider accepted the request but authoritative dispatch proof is still pending.,no,Active transport assurance profile still requires more proof,PharmacyDispatchAttempt(status = proof_pending); ExternalConfirmationGate,ExternalConfirmationGate,,,"phase-0-the-foundation-protocol.md#Pharmacy dispatch truth; phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_DISPATCH_STATUS__PROOF_PENDING__PROOF_SATISFIED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,proof_pending,proof_satisfied,Authoritative dispatch proof lands for the same tuple.,no,Relevant confirmation gate is satisfied enough for the transport class,PharmacyDispatchAttempt(authoritativeProofRef != null); ExternalConfirmationGate(state = confirmed),ExternalConfirmationGate,,,phase-0-the-foundation-protocol.md#Pharmacy dispatch truth,
SM_PHARMACY_DISPATCH_STATUS__PROOF_PENDING__RECONCILIATION_REQUIRED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,proof_pending,reconciliation_required,"Proof remains weak, conflicting, or tuple-drifted and needs review.",no,Current tuple cannot settle proof on this attempt,ExternalConfirmationGate(state = pending | disputed); PharmacyDispatchAttempt(status = reconciliation_required),ExternalConfirmationGate,,,phase-0-the-foundation-protocol.md#Pharmacy dispatch truth,
SM_PHARMACY_DISPATCH_STATUS__PROOF_PENDING__FAILED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,proof_pending,failed,Authoritative failure lands on the current attempt chain.,no,Failure binds to the same dispatch tuple,AdapterReceiptCheckpoint(transportAcceptanceState = rejected | timed_out); CommandSettlementRecord(authoritativeOutcomeState = failed),CommandSettlementRecord,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_DISPATCH_STATUS__PROOF_PENDING__EXPIRED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,proof_pending,expired,Proof deadline elapses without authoritative settlement.,no,proofDeadlineAt passes,PharmacyDispatchAttempt(status = expired),ExternalConfirmationGate,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_DISPATCH_STATUS__RECONCILIATION_REQUIRED__SUPERSEDED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,pharmacy,phase_6_pharmacy_loop,settlement,reconciliation_required,superseded,A fresh dispatch attempt supersedes the ambiguous one.,no,New attempt is current on the same package family or replacement package,PharmacyDispatchAttempt(supersededByAttemptRef != null),PharmacyDispatchAttempt,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_ADMIN_RESOLUTION_CASE__QUEUED__IN_PROGRESS,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,queued,in_progress,Admin-resolution work is claimed on the current boundary tuple.,no,clinicalMeaningState = bounded_admin_only; DecisionEpoch remains current,AdminResolutionActionRecord(actionType = claim); ReviewActionLease,AdminResolutionExperienceProjection; DecisionEpoch,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ADMIN_RESOLUTION_CASE__IN_PROGRESS__AWAITING_INTERNAL_ACTION,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,in_progress,awaiting_internal_action,Subtype profile declares internal follow-up as the dominant blocker.,no,waitingState = awaiting_internal_action,AdminResolutionSettlement(result = queued | waiting_dependency),AdminResolutionSubtypeProfile; AdminResolutionSettlement,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ADMIN_RESOLUTION_CASE__IN_PROGRESS__AWAITING_EXTERNAL_DEPENDENCY,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,in_progress,awaiting_external_dependency,Subtype profile declares external dependency as the dominant blocker.,no,waitingState = awaiting_external_dependency,AdminResolutionSettlement(result = waiting_dependency),AdminResolutionSubtypeProfile; AdminResolutionSettlement,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ADMIN_RESOLUTION_CASE__IN_PROGRESS__AWAITING_PRACTICE_ACTION,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,in_progress,awaiting_practice_action,Subtype profile declares practice action as the dominant blocker.,no,waitingState = awaiting_practice_action,AdminResolutionSettlement(result = waiting_dependency),AdminResolutionSubtypeProfile; AdminResolutionSettlement,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ADMIN_RESOLUTION_CASE__IN_PROGRESS__PATIENT_NOTIFIED,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,in_progress,patient_notified,Patient-facing notification is authoritatively settled under the current boundary tuple.,no,"Visibility, release, and artifact posture remain current",AdminResolutionSettlement(result = patient_notified); AdminResolutionExperienceProjection,AdminResolutionExperienceProjection; AdminResolutionCompletionArtifact,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ADMIN_RESOLUTION_CASE__PATIENT_NOTIFIED__COMPLETED,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,patient_notified,completed,Typed completion artifact is recorded for the current subtype and expectation text.,no,Completion artifact exists and matches subtype policy,AdminResolutionSettlement(result = completed); AdminResolutionCompletionArtifact(artifactState = recorded | delivered),AdminResolutionCompletionArtifact; AdminResolutionSettlement,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ADMIN_RESOLUTION_CASE__COMPLETED__CLOSED,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,completed,closed,Admin-resolution branch has no remaining dependency or reopen debt.,no,boundaryReopenState = stable; No dependency set blocker remains,AdminResolutionExperienceProjection(boundaryReopenState = stable); AdminResolutionClosureRecord,AdminResolutionExperienceProjection; AdminResolutionCompletionArtifact,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ADMIN_RESOLUTION_CASE__CLOSED__REOPENED,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,closed,reopened,"New symptom, safety preemption, invalidated advice, or dependency reopen requires bounded admin work to stop.",no,SelfCareBoundaryDecision reopens or clinician review is required,AdminResolutionSettlement(result = reopened_for_review); SelfCareBoundaryDecision,SelfCareBoundaryDecision,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ADMIN_RESOLUTION_CASE__REOPENED__IN_PROGRESS,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,admin_resolution,self_care_admin_resolution,case_local,reopened,in_progress,Reopened boundary review returns the case to active admin work or reclassification.,no,Current boundary tuple remains bounded_admin_only and writable,AdminResolutionSettlement(result = reopened_for_review); AdminResolutionExperienceProjection,AdminResolutionExperienceProjection,,,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain,
SM_ASSISTIVE_TRUST_ENVELOPE__SHADOW_ONLY__TRUSTED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,assistive,phase_8_assistive_layer,trust,shadow_only,trusted,"The current watch tuple, rollout verdict, trust projection, and publication posture authorize visible same-shell assistive posture.",no,AssistiveCapabilityRolloutVerdict permits visible posture; Current watch tuple and publication tuple are exact,AssistiveCapabilityTrustEnvelope(trustState = trusted); AssistiveCapabilityRolloutVerdict; AssistiveCapabilityTrustProjection,AssistiveCapabilityRolloutVerdict; AssistiveCapabilityTrustProjection,,,"phase-8-the-assistive-layer.md#8A Assistive capability contract, intended-use boundaries, and policy envelope; phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls",
SM_ASSISTIVE_TRUST_ENVELOPE__TRUSTED__DEGRADED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,assistive,phase_8_assistive_layer,trust,trusted,degraded,Trust score or continuity posture drops but provenance can still remain visible in the same shell.,no,Current envelope still permits observe-only posture,AssistiveCapabilityTrustEnvelope(trustState = degraded); AssistiveFreezeFrame,AssistiveFreezeFrame; ReleaseRecoveryDisposition,observe_only,,"phase-8-the-assistive-layer.md#8A Assistive capability contract, intended-use boundaries, and policy envelope",
SM_ASSISTIVE_TRUST_ENVELOPE__TRUSTED__QUARANTINED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,assistive,phase_8_assistive_layer,trust,trusted,quarantined,Trust or policy requires provenance-only or placeholder posture.,no,Quarantine reason or policy drift is current,AssistiveCapabilityTrustEnvelope(trustState = quarantined); AssistiveFreezeFrame,AssistiveFreezeFrame,provenance_only,,"phase-8-the-assistive-layer.md#8A Assistive capability contract, intended-use boundaries, and policy envelope",
SM_ASSISTIVE_TRUST_ENVELOPE__TRUSTED__FROZEN,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,assistive,phase_8_assistive_layer,trust,trusted,frozen,"Evidence, publication, trust, selected-anchor, session, kill-switch, or release-freeze posture drifts.",no,Freeze reason is current on the live watch tuple,AssistiveFreezeFrame; AssistiveCapabilityTrustEnvelope(trustState = frozen),AssistiveFreezeFrame; AssistiveKillSwitchState,freeze-in-place,,"phase-8-the-assistive-layer.md#8A Assistive capability contract, intended-use boundaries, and policy envelope; phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls",
SM_ASSISTIVE_TRUST_ENVELOPE__DEGRADED__TRUSTED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,assistive,phase_8_assistive_layer,trust,degraded,trusted,"Watch-tuple trust, continuity, and publication posture recover for the same artifact and route tuple.",no,Current watch tuple and rollout verdict are again exact and visible,AssistiveCapabilityTrustEnvelope(trustState = trusted); AssistiveCapabilityRolloutVerdict,AssistiveCapabilityRolloutVerdict,,,"phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls",
SM_ASSISTIVE_TRUST_ENVELOPE__FROZEN__TRUSTED,SM_ASSISTIVE_TRUST_ENVELOPE,AssistiveCapabilityTrustEnvelope.trustState,assistive,phase_8_assistive_layer,trust,frozen,trusted,A fresh rerun or policy recovery restores trusted same-shell posture.,no,New artifact and current watch tuple are both live-authoritative,AssistiveRunSettlement(settlementState = renderable); AssistiveCapabilityTrustEnvelope(trustState = trusted),AssistiveRunSettlement,,,"phase-8-the-assistive-layer.md#8F Human-in-the-loop workspace integration, override capture, and feedback loop",
SM_ASSISTIVE_ROLLOUT_VERDICT__SHADOW_ONLY__VISIBLE_SUMMARY,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,assistive,phase_8_assistive_layer,publication,shadow_only,visible_summary,Visible-summary evidence and slice policy are complete for the current cohort.,no,sliceMembershipState = in_slice; visibleEvidenceState = complete; publicationState = published,AssistiveCapabilityRolloutVerdict(verdictState = current); AssistiveRolloutSliceContract,AssistiveRolloutSliceContract; AssistiveCapabilityWatchTuple,,,"phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls",
SM_ASSISTIVE_ROLLOUT_VERDICT__VISIBLE_SUMMARY__VISIBLE_INSERT,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,assistive,phase_8_assistive_layer,publication,visible_summary,visible_insert,Insert evidence and policy are complete for the current cohort slice.,no,insertEvidenceState = complete; publicationState = published,AssistiveCapabilityRolloutVerdict(verdictState = current),AssistiveCapabilityWatchTuple; AssistiveRolloutSliceContract,,,"phase-8-the-assistive-layer.md#8G Monitoring, drift, fairness, and live safety controls",
SM_ASSISTIVE_ROLLOUT_VERDICT__VISIBLE_INSERT__VISIBLE_COMMIT,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,assistive,phase_8_assistive_layer,publication,visible_insert,visible_commit,Governed-commit ceiling is approved for the current slice.,no,commitEvidenceState = complete; approval posture remains legal on the watch tuple,AssistiveCapabilityRolloutVerdict(verdictState = current); AssistiveReleaseCandidate,AssistiveReleaseCandidate; AssistiveCapabilityWatchTuple,,,"phase-8-the-assistive-layer.md#8I Pilot rollout, controlled slices, and formal exit gate",
SM_ASSISTIVE_ROLLOUT_VERDICT__VISIBLE_SUMMARY__FROZEN,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,assistive,phase_8_assistive_layer,publication,visible_summary,frozen,"Threshold breach, trust degradation, policy drift, publication staleness, or incident spike freezes the slice.",no,AssistiveReleaseFreezeRecord is opened for the current slice,AssistiveReleaseFreezeRecord(freezeState = frozen | shadow_only),AssistiveReleaseFreezeRecord,shadow_only | observe_only | read_only_provenance | placeholder_only,,"phase-8-the-assistive-layer.md#8I Pilot rollout, controlled slices, and formal exit gate",
SM_ASSISTIVE_ROLLOUT_VERDICT__VISIBLE_INSERT__FROZEN,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,assistive,phase_8_assistive_layer,publication,visible_insert,frozen,The current slice freezes after visible insert posture was live.,no,AssistiveReleaseFreezeRecord is current,AssistiveReleaseFreezeRecord,AssistiveReleaseFreezeRecord,shadow_only | observe_only | read_only_provenance | placeholder_only,,"phase-8-the-assistive-layer.md#8I Pilot rollout, controlled slices, and formal exit gate",
SM_ASSISTIVE_ROLLOUT_VERDICT__FROZEN__WITHDRAWN,SM_ASSISTIVE_ROLLOUT_VERDICT,AssistiveCapabilityRolloutVerdict.rolloutRung,assistive,phase_8_assistive_layer,publication,frozen,withdrawn,The slice is no longer legal or supported for visible rollout.,no,withdrawal or rollback recommendation is authoritative,AssistiveCapabilityRolloutVerdict(rolloutRung = withdrawn); AssistiveReleaseFreezeRecord(freezeState = released | shadow_only),AssistiveReleaseFreezeRecord,,,"phase-8-the-assistive-layer.md#8I Pilot rollout, controlled slices, and formal exit gate",
SM_DISPOSITION_ELIGIBILITY__BLOCKED__ARCHIVE_ONLY,SM_DISPOSITION_ELIGIBILITY,DispositionEligibilityAssessment.eligibilityState,assurance_governance,phase_9_assurance_ledger,gate,blocked,archive_only,Preservation constraints still prohibit deletion but archive posture becomes legal.,no,No active freeze or hold blocks archive-only posture; Graph still requires preserving the artifact or its derivation,DispositionEligibilityAssessment(eligibilityState = archive_only),RetentionLifecycleBinding; LegalHoldRecord; AssuranceGraphCompletenessVerdict,,,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine",
SM_DISPOSITION_ELIGIBILITY__ARCHIVE_ONLY__DELETE_ALLOWED,SM_DISPOSITION_ELIGIBILITY,DispositionEligibilityAssessment.eligibilityState,assurance_governance,phase_9_assurance_ledger,gate,archive_only,delete_allowed,"Current assessment proves delete is safe under the same freeze, hold, dependency, and graph posture.",no,No active freeze or legal hold remains; No replay-critical dependency blocks deletion,DispositionEligibilityAssessment(eligibilityState = delete_allowed); RetentionDecision,LegalHoldRecord; RetentionLifecycleBinding; AssuranceGraphCompletenessVerdict,,,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine",
SM_LEGAL_HOLD_STATE__PENDING_REVIEW__ACTIVE,SM_LEGAL_HOLD_STATE,LegalHoldRecord.holdState,assurance_governance,phase_9_assurance_ledger,gate,pending_review,active,Hold scope is confirmed and preservation becomes mandatory.,no,scopeHash and originType are authoritative,LegalHoldRecord(holdState = active),LegalHoldScopeManifest,,Active legal holds block delete posture,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine",
SM_LEGAL_HOLD_STATE__ACTIVE__RELEASED,SM_LEGAL_HOLD_STATE,LegalHoldRecord.holdState,assurance_governance,phase_9_assurance_ledger,gate,active,released,The hold is explicitly released and superseding disposition assessment is recomputed.,no,Release reason and review are authoritative,LegalHoldRecord(holdState = released); DispositionEligibilityAssessment,DispositionEligibilityAssessment,,,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine",
SM_LEGAL_HOLD_STATE__ACTIVE__SUPERSEDED,SM_LEGAL_HOLD_STATE,LegalHoldRecord.holdState,assurance_governance,phase_9_assurance_ledger,gate,active,superseded,A wider or newer hold scope supersedes the prior record.,no,supersedesHoldRef exists,LegalHoldRecord(holdState = superseded),LegalHoldScopeManifest,,,"phase-9-the-assurance-ledger.md#Records lifecycle, retention, legal hold, and deletion engine",
